-4,-3.05815E-10
-3.99,-2.98768E-10
-3.98,-2.9381E-10
-3.97,-2.90049E-10
-3.96,-2.8891E-10
-3.95,-2.87655E-10
-3.94,-2.87346E-10
-3.93,-2.85682E-10
-3.92,-2.84443E-10
-3.91,-2.82849E-10
-3.9,-2.84249E-10
-3.89,-2.81646E-10
-3.88,-2.82529E-10
-3.87,-2.83551E-10
-3.86,-2.83816E-10
-3.85,-2.83129E-10
-3.84,-2.82368E-10
-3.83,-2.81687E-10
-3.82,-2.81035E-10
-3.81,-2.80792E-10
-3.8,-2.79968E-10
-3.79,-2.79302E-10
-3.78,-2.79518E-10
-3.77,-2.79078E-10
-3.76,-2.78949E-10
-3.75,-2.78658E-10
-3.74,-2.78647E-10
-3.73,-2.78196E-10
-3.72,-2.78611E-10
-3.71,-2.78179E-10
-3.7,-2.78623E-10
-3.69,-2.78299E-10
-3.68,-2.78175E-10
-3.67,-2.77677E-10
-3.66,-2.77615E-10
-3.65,-2.77829E-10
-3.64,-2.76529E-10
-3.63,-2.72888E-10
-3.62,-2.74032E-10
-3.61,-2.77931E-10
-3.6,-2.73846E-10
-3.59,-2.74989E-10
-3.58,-2.75442E-10
-3.57,-2.75968E-10
-3.56,-2.77194E-10
-3.55,-2.76544E-10
-3.54,-2.75949E-10
-3.53,-2.75594E-10
-3.52,-2.75885E-10
-3.51,-2.75246E-10
-3.5,-2.75691E-10
-3.49,-2.75458E-10
-3.48,-2.7558E-10
-3.47,-2.75383E-10
-3.46,-2.75277E-10
-3.45,-2.75782E-10
-3.44,-2.75414E-10
-3.43,-2.74981E-10
-3.42,-2.75152E-10
-3.41,-2.7542E-10
-3.4,-2.74806E-10
-3.39,-2.74879E-10
-3.38,-2.74702E-10
-3.37,-2.74485E-10
-3.36,-2.74295E-10
-3.35,-2.73876E-10
-3.34,-2.74071E-10
-3.33,-2.75806E-10
-3.32,-2.78509E-10
-3.31,-2.93463E-10
-3.3,-2.67755E-10
-3.29,-2.73131E-10
-3.28,-2.68975E-10
-3.27,-2.71165E-10
-3.26,-2.71679E-10
-3.25,-2.7192E-10
-3.24,-2.73169E-10
-3.23,-2.73701E-10
-3.22,-2.71927E-10
-3.21,-2.71795E-10
-3.2,-2.72903E-10
-3.19,-2.72478E-10
-3.18,-2.72372E-10
-3.17,-2.71981E-10
-3.16,-2.71333E-10
-3.15,-2.71504E-10
-3.14,-2.72614E-10
