-4,-9.98358E-11
-3.99,-9.47133E-11
-3.98,-9.0478E-11
-3.97,-9.08429E-11
-3.96,-8.81633E-11
-3.95,-8.67976E-11
-3.94,-8.72354E-11
-3.93,-8.56299E-11
-3.92,-8.63725E-11
-3.91,-8.44473E-11
-3.9,-8.53824E-11
-3.89,-8.40892E-11
-3.88,-8.52945E-11
-3.87,-8.38604E-11
-3.86,-8.416E-11
-3.85,-8.31021E-11
-3.84,-8.35377E-11
-3.83,-8.43199E-11
-3.82,-8.35003E-11
-3.81,-8.30892E-11
-3.8,-8.29633E-11
-3.79,-8.37417E-11
-3.78,-8.33624E-11
-3.77,-8.27452E-11
-3.76,-8.26418E-11
-3.75,-8.2843E-11
-3.74,-8.28728E-11
-3.73,-8.26233E-11
-3.72,-8.22563E-11
-3.71,-8.24901E-11
-3.7,-8.32834E-11
-3.69,-8.35399E-11
-3.68,-8.30981E-11
-3.67,-8.24925E-11
-3.66,-8.36137E-11
-3.65,-8.16254E-11
-3.64,-8.19954E-11
-3.63,-8.08111E-11
-3.62,-8.11025E-11
-3.61,-8.1939E-11
-3.6,-8.11099E-11
-3.59,-8.20306E-11
-3.58,-8.07556E-11
-3.57,-8.19634E-11
-3.56,-8.07419E-11
-3.55,-8.14898E-11
-3.54,-8.10381E-11
-3.53,-8.19239E-11
-3.52,-8.19938E-11
-3.51,-8.23756E-11
-3.5,-8.2633E-11
-3.49,-8.1892E-11
-3.48,-8.25719E-11
-3.47,-8.15101E-11
-3.46,-8.23008E-11
-3.45,-8.13999E-11
-3.44,-8.22239E-11
-3.43,-8.10264E-11
-3.42,-8.1021E-11
-3.41,-8.09107E-11
-3.4,-8.16234E-11
-3.39,-8.14006E-11
-3.38,-8.04671E-11
-3.37,-8.08168E-11
-3.36,-8.06062E-11
-3.35,-8.22135E-11
-3.34,-8.09357E-11
-3.33,-8.06987E-11
-3.32,-8.01189E-11
-3.31,-8.10083E-11
-3.3,-8.09701E-11
-3.29,-8.00084E-11
-3.28,-7.99547E-11
-3.27,-8.07426E-11
-3.26,-8.27951E-11
-3.25,-7.99939E-11
-3.24,-7.95769E-11
-3.23,-8.01973E-11
-3.22,-8.12101E-11
-3.21,-8.13548E-11
-3.2,-7.8954E-11
-3.19,-7.93807E-11
-3.18,-8.11429E-11
-3.17,-8.08377E-11
-3.16,-7.91264E-11
-3.15,-7.89057E-11
-3.14,-7.97684E-11
-3.13,-8.07188E-11
-3.12,-8.08781E-11
-3.11,-7.87212E-11
-3.1,-7.91006E-11
-3.09,-8.07747E-11
-3.08,-8.03237E-11
-3.07,-7.93519E-11
-3.06,-7.79979E-11
-3.05,-8.06617E-11
-3.04,-8.04947E-11
-3.03,-7.93163E-11
-3.02,-7.8411E-11
-3.01,-7.94939E-11
-3,-7.95356E-11
-2.99,-7.978E-11
-2.98,-7.99728E-11
-2.97,-7.99185E-11
-2.96,-8.0647E-11
-2.95,-8.18453E-11
-2.94,-8.0144E-11
-2.93,-7.98241E-11
-2.92,-8.09152E-11
-2.91,-8.0419E-11
-2.9,-7.99945E-11
-2.89,-8.10737E-11
-2.88,-8.14363E-11
-2.87,-8.08512E-11
-2.86,-8.07089E-11
-2.85,-8.08112E-11
-2.84,-7.96873E-11
-2.83,-7.95147E-11
-2.82,-8.01426E-11
-2.81,-7.86258E-11
-2.8,-7.83862E-11
-2.79,-7.93573E-11
-2.78,-7.97889E-11
-2.77,-7.91231E-11
-2.76,-7.91656E-11
-2.75,-7.98883E-11
-2.74,-7.83956E-11
-2.73,-7.92002E-11
-2.72,-7.91019E-11
-2.71,-7.83281E-11
-2.7,-7.89797E-11
-2.69,-8.05763E-11
-2.68,-8.03175E-11
-2.67,-8.30214E-11
-2.66,-8.27158E-11
-2.65,-8.14499E-11
-2.64,-7.98352E-11
-2.63,-7.75032E-11
-2.62,-7.59908E-11
-2.61,-7.61608E-11
-2.6,-7.40566E-11
-2.59,-8.21074E-11
-2.58,-7.04947E-11
-2.57,-7.23197E-11
-2.56,-7.57699E-11
-2.55,-7.86956E-11
-2.54,-7.62898E-11
-2.53,-7.76508E-11
-2.52,-7.68268E-11
-2.51,-7.76702E-11
-2.5,-7.7607E-11
-2.49,-7.75565E-11
-2.48,-7.8149E-11
-2.47,-7.76275E-11
-2.46,-7.80659E-11
-2.45,-7.75145E-11
-2.44,-7.78417E-11
-2.43,-7.76774E-11
-2.42,-7.84258E-11
-2.41,-7.75028E-11
-2.4,-7.7918E-11
-2.39,-7.79701E-11
-2.38,-7.76112E-11
-2.37,-7.76253E-11
-2.36,-7.76671E-11
-2.35,-7.75633E-11
-2.34,-7.80226E-11
-2.33,-7.81015E-11
-2.32,-7.75929E-11
-2.31,-7.76959E-11
-2.3,-7.76651E-11
-2.29,-7.70938E-11
-2.28,-7.78943E-11
-2.27,-7.76955E-11
-2.26,-7.72185E-11
-2.25,-7.69485E-11
-2.24,-7.77233E-11
-2.23,-7.77231E-11
-2.22,-7.69189E-11
-2.21,-7.64624E-11
-2.2,-7.58532E-11
-2.19,-7.72012E-11
-2.18,-7.61081E-11
-2.17,-7.58826E-11
-2.16,-7.59258E-11
-2.15,-7.64922E-11
-2.14,-7.60663E-11
-2.13,-7.53623E-11
-2.12,-7.52772E-11
-2.11,-7.54725E-11
-2.1,-7.65513E-11
-2.09,-7.58508E-11
-2.08,-7.42614E-11
-2.07,-7.37E-11
-2.06,-7.66362E-11
-2.05,-8.59347E-11
-2.04,-8.18576E-11
-2.03,-8.42084E-11
-2.02,-7.80236E-11
-2.0102,-7.8791E-11
-2,-7.7139E-11
